window,start_year,end_year,role,area_code,area_name,nonmgr_occ_code,mgr_occ_code,nonmgr_emp_t,nonmgr_emp_t1,mgr_emp_t,mgr_emp_t1,nonmgr_wage_t,nonmgr_wage_t1,mgr_wage_t,mgr_wage_t1,dln_nonmgr_mgr_emp_ratio,dln_nonmgr_mgr_wage_ratio,weight
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),33860,"Montgomery, AL",15-1252,11-3021,620,730,380,370,88310.0,99720.0,113480.0,119830.0,0.189993303185461,0.0670654454208715,1000.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),34060,"Morgantown, WV",15-1252,11-3021,300,210,150,140,78670.0,84250.0,130560.0,147410.0,-0.2876820724517809,-0.05285824795207,450.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),34100,"Morristown, TN",15-1252,11-3021,40,60,50,40,91270.0,100110.0,103780.0,104150.0,0.6286086594223741,0.0888885411352188,90.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),34580,"Mount Vernon-Anacortes, WA",15-1252,11-3021,150,200,40,50,117210.0,119640.0,145050.0,153040.0,0.0645385211375711,-0.0331007785379259,190.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),34620,"Muncie, IN",15-1252,11-3021,200,200,130,120,85320.0,92930.0,119480.0,116850.0,0.0800427076735363,0.1076955603291402,330.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),34740,"Muskegon, MI",15-1252,11-3021,70,60,60,60,86880.0,93270.0,111370.0,118700.0,-0.1541506798272584,0.0072293463425334,130.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",15-1252,11-3021,160,280,120,130,99930.0,100580.0,127990.0,132440.0,0.4795730802618863,-0.0276940869412243,280.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),34900,"Napa, CA",15-1252,11-3021,150,100,110,100,131930.0,134690.0,171100.0,173980.0,-0.3101549283038394,0.0040121935337912,260.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),34940,"Naples-Immokalee-Marco Island, FL",15-1252,11-3021,390,500,150,150,108150.0,113670.0,137130.0,162540.0,0.2484613592984997,-0.1202143830137448,540.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",15-1252,11-3021,5900,7680,4020,4150,102970.0,110330.0,136440.0,146150.0,0.2318407646362298,0.0002896570967451,9920.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),35380,"New Orleans-Metairie, LA",15-1252,11-3021,780,1140,680,800,100840.0,116910.0,126490.0,137640.0,0.2169706922071288,0.0633909784291793,1460.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),35620,"New York-Newark-Jersey City, NY-NJ-PA",15-1252,11-3021,93100,108650,37530,42790,133620.0,142830.0,202800.0,223410.0,0.0232937051376211,-0.0301332152964299,130630.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),35660,"Niles-Benton Harbor, MI",15-1252,11-3021,180,170,90,100,93550.0,103980.0,135790.0,142600.0,-0.1625189294977749,0.0567685869659786,270.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),35840,"North Port-Sarasota-Bradenton, FL",15-1252,11-3021,1030,1410,430,400,111530.0,112730.0,141010.0,149710.0,0.3863515637281587,-0.049167313562612,1460.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),36100,"Ocala, FL",15-1252,11-3021,120,400,70,120,90150.0,113890.0,122970.0,139150.0,0.6649763035932491,0.1101460558493896,190.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),36220,"Odessa, TX",15-1252,11-3021,30,80,40,70,100490.0,114380.0,137050.0,135790.0,0.4212134650763035,0.1387042664643943,70.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),36260,"Ogden-Clearfield, UT",15-1252,11-3021,1670,1700,480,490,105590.0,111620.0,136300.0,148280.0,-0.002814662569229,-0.0287074640381801,2150.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),36420,"Oklahoma City, OK",15-1252,11-3021,2970,3780,1580,1590,104140.0,109960.0,124060.0,128790.0,0.2348528876236232,0.0169626642026844,4550.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),36500,"Olympia-Tumwater, WA",15-1252,11-3021,1400,1870,550,600,115960.0,120350.0,132690.0,140310.0,0.2024548172556526,-0.0186798196819332,1950.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),36540,"Omaha-Council Bluffs, NE-IA",15-1252,11-3021,4390,4680,2320,2650,100400.0,109090.0,128840.0,128400.0,-0.0690235714774367,0.0864319555591738,6710.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),36740,"Orlando-Kissimmee-Sanford, FL",15-1252,11-3021,10480,11240,3480,3550,104150.0,113930.0,149880.0,159420.0,0.0500948558717072,0.0280448019287527,13960.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),36780,"Oshkosh-Neenah, WI",15-1252,11-3021,410,540,150,220,87880.0,97690.0,136920.0,147010.0,-0.1075802723961393,0.0347231541345513,560.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),36980,"Owensboro, KY",15-1252,11-3021,60,50,50,40,95200.0,97950.0,121780.0,130740.0,0.0408219945202552,-0.0425172774109254,110.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),37100,"Oxnard-Thousand Oaks-Ventura, CA",15-1252,11-3021,1540,2050,850,940,124500.0,134410.0,166060.0,180420.0,0.1854138509450916,-0.0063491832163134,2390.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),37340,"Palm Bay-Melbourne-Titusville, FL",15-1252,11-3021,3950,4290,820,750,112020.0,121660.0,150480.0,157900.0,0.1718022877548377,0.0344211058420516,4770.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),37460,"Panama City, FL",15-1252,11-3021,230,290,80,60,99000.0,103680.0,131820.0,138350.0,0.5194836865091053,-0.0021599681389864,310.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),37860,"Pensacola-Ferry Pass-Brent, FL",15-1252,11-3021,630,1160,240,390,95920.0,97700.0,131060.0,138500.0,0.1249476489331311,-0.0368280436865641,870.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),37900,"Peoria, IL",15-1252,11-3021,870,680,400,390,110150.0,108810.0,140920.0,146890.0,-0.221082605494187,-0.0537314851557179,1270.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",15-1252,11-3021,25220,25340,9740,10890,114190.0,120260.0,162050.0,176520.0,-0.1068569749342059,-0.0337369169159242,34960.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),38060,"Phoenix-Mesa-Scottsdale, AZ",15-1252,11-3021,26930,29160,9270,9400,115520.0,123070.0,157960.0,160630.0,0.0656306906187553,0.0465478768885029,36200.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),38300,"Pittsburgh, PA",15-1252,11-3021,8720,7900,3990,3790,101200.0,108270.0,145770.0,151350.0,-0.0473312666404754,0.0299643520876353,12710.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),38540,"Pocatello, ID",15-1252,11-3021,110,130,30,40,89950.0,92990.0,128780.0,137150.0,-0.1206279877886147,-0.0297316951800109,140.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),38900,"Portland-Vancouver-Hillsboro, OR-WA",15-1252,11-3021,15630,17100,6390,4970,118830.0,123900.0,146450.0,158120.0,0.3412007473561351,-0.0348892768215804,22020.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),38940,"Port St. Lucie, FL",15-1252,11-3021,280,400,130,130,96420.0,113700.0,122970.0,147190.0,0.3566749439387326,-0.0149340942411253,410.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),39140,"Prescott, AZ",15-1252,11-3021,130,190,70,100,104690.0,113010.0,129330.0,148060.0,0.0228146777661712,-0.0587776115470035,200.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),39340,"Provo-Orem, UT",15-1252,11-3021,5210,6160,1190,1670,107920.0,116420.0,140750.0,155160.0,-0.1713733975250729,-0.0216574456078775,6400.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),39380,"Pueblo, CO",15-1252,11-3021,170,180,60,70,99490.0,117850.0,130750.0,143130.0,-0.0969922659873097,0.0788892875297786,230.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),39460,"Punta Gorda, FL",15-1252,11-3021,110,210,40,40,98980.0,107780.0,125860.0,130590.0,0.6466271649250525,0.0482818368480824,150.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),39540,"Racine, WI",15-1252,11-3021,270,230,120,90,88160.0,95370.0,133540.0,139910.0,0.1273394223766015,0.0320124178707448,390.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),39580,"Raleigh, NC",15-1252,11-3021,13110,15520,3580,4610,121400.0,127870.0,155220.0,160520.0,-0.084110839616484,0.0183481642249558,16690.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),39740,"Reading, PA",15-1252,11-3021,500,500,280,290,101020.0,108090.0,138000.0,139450.0,-0.0350913198112701,0.0571932674719117,780.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),39820,"Redding, CA",15-1252,11-3021,110,150,80,100,88150.0,125130.0,125900.0,146820.0,0.0870113769896297,0.1965938824007506,190.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),39900,"Reno, NV",15-1252,11-3021,970,1110,340,300,101300.0,121450.0,127910.0,130720.0,0.2599823657629574,0.1596855046931528,1310.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),40060,"Richmond, VA",15-1252,11-3021,6560,7880,1630,1790,113580.0,124160.0,161650.0,170980.0,0.0897016958797975,0.0329505355589765,8190.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),40140,"Riverside-San Bernardino-Ontario, CA",15-1252,11-3021,3240,4040,2030,2310,113680.0,127720.0,152260.0,165200.0,0.0914596306888144,0.0348856088489248,5270.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),40220,"Roanoke, VA",15-1252,11-3021,680,800,160,210,97270.0,100870.0,131690.0,137540.0,-0.1094147859858669,-0.0071221659841663,840.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),40340,"Rochester, MN",15-1252,11-3021,340,710,130,200,101420.0,108690.0,133810.0,139840.0,0.3055364363326997,0.0251514546178947,470.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),40380,"Rochester, NY",15-1252,11-3021,3890,4190,1280,1300,102950.0,111300.0,151500.0,161780.0,0.0587873897677261,0.0123340621673179,5170.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),40420,"Rockford, IL",15-1252,11-3021,350,500,150,200,91250.0,103460.0,117990.0,132780.0,0.0689928714869514,0.0074883239335827,500.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),40580,"Rocky Mount, NC",15-1252,11-3021,120,110,70,70,101550.0,107220.0,131330.0,139570.0,-0.0870113769896296,-0.0065215175504863,190.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),40660,"Rome, GA",15-1252,11-3021,90,100,40,40,102680.0,110820.0,125000.0,139280.0,0.1053605156578264,-0.0318826507213684,130.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),40900,"Sacramento--Roseville--Arden-Arcade, CA",15-1252,11-3021,6440,6200,3800,3510,130690.0,139100.0,163400.0,167060.0,0.0414057811893493,0.0402131454185949,10240.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),40980,"Saginaw, MI",15-1252,11-3021,280,210,110,130,89610.0,90980.0,118360.0,124280.0,-0.454736157114947,-0.0336334757471079,390.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),41060,"St. Cloud, MN",15-1252,11-3021,280,280,130,150,97470.0,103260.0,126740.0,129580.0,-0.1431008436406733,0.0355447339759442,410.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),41100,"St. George, UT",15-1252,11-3021,400,330,70,100,93880.0,97440.0,126250.0,139210.0,-0.5490468365861886,-0.0605000832662424,470.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),41140,"St. Joseph, MO-KS",15-1252,11-3021,120,120,50,60,90220.0,94510.0,127870.0,119600.0,-0.1823215567939546,0.1133157983332604,170.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),41180,"St. Louis, MO-IL",15-1252,11-3021,11030,12360,3440,4400,101370.0,106070.0,142900.0,148890.0,-0.1322864507747749,0.0042593707914332,14470.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),41420,"Salem, OR",15-1252,11-3021,850,830,310,310,103010.0,110320.0,125670.0,131930.0,-0.0238106486937185,0.0199471073208122,1160.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),41500,"Salinas, CA",15-1252,11-3021,330,250,200,200,110980.0,118850.0,167970.0,164870.0,-0.2776317365982795,0.0871402963642721,530.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),41540,"Salisbury, MD-DE",15-1252,11-3021,290,280,180,260,102590.0,111600.0,138550.0,163490.0,-0.4028160999365875,-0.0813399672307444,470.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),41620,"Salt Lake City, UT",15-1252,11-3021,9860,12670,3060,3570,112370.0,111350.0,142070.0,157410.0,0.0966001458912452,-0.1116525766991786,12920.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),41660,"San Angelo, TX",15-1252,11-3021,60,120,50,80,91150.0,98280.0,126270.0,128060.0,0.2231435513142098,0.0612376138882391,110.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),41740,"San Diego-Carlsbad, CA",15-1252,11-3021,16510,17380,7220,7370,133580.0,146580.0,173700.0,184950.0,0.030791108608699,0.0301149601688103,23730.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),41860,"San Francisco-Oakland-Hayward, CA",15-1252,11-3021,64460,67010,25690,25700,158320.0,181620.0,211470.0,231290.0,0.0384078048184057,0.0477091010138582,90150.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),41940,"San Jose-Sunnyvale-Santa Clara, CA",15-1252,11-3021,67780,83860,19930,20080,167420.0,234540.0,228030.0,279960.0,0.2053834149648862,0.131950987225728,87710.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),41980,"San Juan-Carolina-Caguas, PR",15-1252,11-3021,760,900,1210,1280,56350.0,78630.0,84220.0,90250.0,0.1128366117210579,0.2640198910384309,1970.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",15-1252,11-3021,540,440,240,260,120310.0,134770.0,161540.0,167190.0,-0.2848371203195497,0.0791197765002304,780.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),42100,"Santa Cruz-Watsonville, CA",15-1252,11-3021,490,460,250,220,134680.0,137650.0,179040.0,173250.0,0.0646544698883533,0.0546862437893449,740.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),42140,"Santa Fe, NM",15-1252,11-3021,250,250,140,210,100780.0,96190.0,123070.0,124360.0,-0.4054651081081644,-0.0570418070942355,390.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),42200,"Santa Maria-Santa Barbara, CA",15-1252,11-3021,1760,2270,720,780,126150.0,155200.0,171360.0,200800.0,0.1744233147697143,0.048700151543916,2480.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),42220,"Santa Rosa, CA",15-1252,11-3021,950,630,370,390,130660.0,141530.0,173260.0,172760.0,-0.4633858986944301,0.0828031877026371,1320.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),42340,"Savannah, GA",15-1252,11-3021,670,520,190,220,111130.0,117150.0,136320.0,149320.0,-0.400052375001414,-0.0383321132091278,860.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),42540,"Scranton--Wilkes-Barre--Hazleton, PA",15-1252,11-3021,560,700,370,360,94000.0,101040.0,127520.0,131300.0,0.2505425255023241,0.0430101295053862,930.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),42660,"Seattle-Tacoma-Bellevue, WA",15-1252,11-3021,73860,80770,11220,12310,148220.0,155680.0,185210.0,200450.0,-0.0032798400720241,-0.0299695607393235,85080.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),43100,"Sheboygan, WI",15-1252,11-3021,190,210,70,120,89630.0,90660.0,132670.0,148630.0,-0.4389130421757045,-0.1021689940885453,260.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),43300,"Sherman-Denison, TX",15-1252,11-3021,70,60,40,50,97420.0,103480.0,116040.0,115020.0,-0.377294231141468,0.0691757619070267,110.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),43340,"Shreveport-Bossier City, LA",15-1252,11-3021,180,200,110,100,89120.0,103780.0,106240.0,117750.0,0.200670695462151,0.0494264505922163,290.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),43420,"Sierra Vista-Douglas, AZ",15-1252,11-3021,270,260,80,100,111610.0,118000.0,128000.0,141810.0,-0.2608838792970568,-0.0467838967555962,350.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),43580,"Sioux City, IA-NE-SD",15-1252,11-3021,260,270,90,110,93490.0,100390.0,124400.0,134930.0,-0.1629303674793041,-0.010045823137406,350.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),43620,"Sioux Falls, SD",15-1252,11-3021,990,1060,130,130,85470.0,84920.0,151380.0,162190.0,0.0683192439774772,-0.075431055961448,1120.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),43780,"South Bend-Mishawaka, IN-MI",15-1252,11-3021,350,380,230,320,88140.0,98060.0,117680.0,122140.0,-0.2480035886336047,0.0694542253074396,580.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),43900,"Spartanburg, SC",15-1252,11-3021,290,380,170,230,95300.0,98260.0,127180.0,129310.0,-0.0319905421330218,0.0139779996118471,460.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),44060,"Spokane-Spokane Valley, WA",15-1252,11-3021,1230,1810,420,460,110440.0,110710.0,145230.0,155100.0,0.2953408976876817,-0.0633095947533587,1650.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),44100,"Springfield, IL",15-1252,11-3021,490,610,220,240,99710.0,109870.0,130770.0,131540.0,0.132042189073055,0.0911609429172939,710.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),44180,"Springfield, MO",15-1252,11-3021,910,1200,390,450,86930.0,92830.0,117640.0,127950.0,0.1335313926245226,-0.0183437825991352,1300.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),44220,"Springfield, OH",15-1252,11-3021,100,120,50,70,94150.0,107530.0,126160.0,153950.0,-0.1541506798272584,-0.0661963084164528,150.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),44300,"State College, PA",15-1252,11-3021,370,440,280,270,105070.0,109750.0,116650.0,,0.2096393654449115,,650.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),44420,"Staunton-Waynesboro, VA",15-1252,11-3021,130,120,50,40,95060.0,104100.0,126680.0,137160.0,0.1431008436406732,0.0113597985107793,180.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),44700,"Stockton-Lodi, CA",15-1252,11-3021,290,500,220,300,108150.0,126910.0,147790.0,164710.0,0.2345722471378325,0.0515650168549019,510.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),44940,"Sumter, SC",15-1252,11-3021,90,100,40,40,96820.0,103640.0,118530.0,118880.0,0.1053605156578264,0.0651212833043208,130.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),45060,"Syracuse, NY",15-1252,11-3021,1270,1720,530,610,106770.0,115680.0,158830.0,166300.0,0.1627254397336723,0.0341918318684253,1800.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),45220,"Tallahassee, FL",15-1252,11-3021,860,1100,400,440,91130.0,98910.0,120510.0,128010.0,0.1508228897345837,0.0215476384149962,1260.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),45300,"Tampa-St. Petersburg-Clearwater, FL",15-1252,11-3021,10970,13010,4270,4100,104790.0,110650.0,147860.0,158780.0,0.2111808717675462,-0.0168399971578049,15240.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),45460,"Terre Haute, IN",15-1252,11-3021,90,30,60,70,80940.0,103240.0,113260.0,114180.0,-1.252762968495368,0.2352581455522395,150.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),45500,"Texarkana, TX-AR",15-1252,11-3021,50,50,40,60,92070.0,92180.0,112050.0,113870.0,-0.4054651081081643,-0.0149182165829699,90.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),45780,"Toledo, OH",15-1252,11-3021,820,960,390,370,89690.0,98710.0,130330.0,139920.0,0.2102726776890052,0.0248258431321666,1210.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),45820,"Topeka, KS",15-1252,11-3021,1050,1110,270,300,92620.0,95830.0,119120.0,125700.0,-0.0497906645030154,-0.0196960399173831,1320.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),45940,"Trenton, NJ",15-1252,11-3021,3330,4030,1550,1760,118610.0,126760.0,177490.0,199980.0,0.0637351938473339,-0.0528483574659125,4880.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),46060,"Tucson, AZ",15-1252,11-3021,5220,5430,1070,1550,108720.0,119510.0,129030.0,139640.0,-0.3311545504060436,0.0156015332628207,6290.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),46140,"Tulsa, OK",15-1252,11-3021,1920,2310,890,970,101020.0,104380.0,133810.0,137970.0,0.0988477297227691,0.0021041822723159,2810.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),46220,"Tuscaloosa, AL",15-1252,11-3021,170,160,70,130,86490.0,90350.0,118400.0,113730.0,-0.6796638302226581,0.0839037209733691,240.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),46300,"Twin Falls, ID",15-1252,11-3021,130,110,50,30,100340.0,95470.0,112880.0,123080.0,0.3437715391028244,-0.1362615999554476,180.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),46340,"Tyler, TX",15-1252,11-3021,170,180,90,130,95020.0,103010.0,125480.0,130320.0,-0.3105663662853688,0.0428920941655145,260.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),46520,"Urban Honolulu, HI",15-1252,11-3021,1580,1970,840,860,110390.0,109490.0,127980.0,134120.0,0.1970781983008276,-0.0550472490316403,2420.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),46540,"Utica-Rome, NY",15-1252,11-3021,530,560,170,180,103500.0,106620.0,160170.0,154030.0,-0.0020986366569212,0.0687878612330295,700.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),46660,"Valdosta, GA",15-1252,11-3021,190,160,80,80,101150.0,104870.0,132490.0,149060.0,-0.1718502569266593,-0.0817248143409566,270.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),46700,"Vallejo-Fairfield, CA",15-1252,11-3021,210,230,180,180,113710.0,126350.0,154910.0,170290.0,0.0909717782057265,0.0107459232773301,390.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),47220,"Vineland-Bridgeton, NJ",15-1252,11-3021,90,100,40,40,108210.0,93910.0,161860.0,150650.0,0.1053605156578264,-0.0699644082757895,130.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),47260,"Virginia Beach-Norfolk-Newport News, VA-NC",15-1252,11-3021,5770,7140,1330,1390,111140.0,116260.0,147160.0,151410.0,0.1689158909225469,0.0165674356377223,7100.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),47300,"Visalia-Porterville, CA",15-1252,11-3021,130,240,130,140,112530.0,125690.0,136020.0,148440.0,0.5389965007326869,0.0232198027299362,260.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),47380,"Waco, TX",15-1252,11-3021,340,500,210,290,106530.0,114750.0,136110.0,136770.0,0.0628890885489336,0.0694919127680708,550.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),47580,"Warner Robins, GA",15-1252,11-3021,270,360,100,100,96820.0,111160.0,124700.0,147350.0,0.2876820724517808,-0.0287828361349582,370.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",15-1252,11-3021,63360,69360,17620,18280,133850.0,139850.0,177460.0,186890.0,0.0537046394481456,-0.0079243273934123,80980.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),47940,"Waterloo-Cedar Falls, IA",15-1252,11-3021,360,340,130,150,93060.0,100210.0,119050.0,124710.0,-0.2002592574806219,0.0275760686539509,490.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),48140,"Wausau, WI",15-1252,11-3021,270,330,80,110,90570.0,98590.0,135910.0,146780.0,-0.1177830356563835,0.007904839050432,350.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),48300,"Wenatchee, WA",15-1252,11-3021,120,140,50,50,110840.0,116520.0,150100.0,156620.0,0.1541506798272584,0.0074544614130808,170.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),48620,"Wichita, KS",15-1252,11-3021,1480,1900,520,520,98270.0,105810.0,130170.0,138390.0,0.2498117983963711,0.012691742782265,2000.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),48660,"Wichita Falls, TX",15-1252,11-3021,80,100,40,60,96680.0,100520.0,120040.0,119560.0,-0.1823215567939546,0.0429568399965385,120.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),48700,"Williamsport, PA",15-1252,11-3021,90,70,50,50,91880.0,101170.0,113670.0,122010.0,-0.2513144282809062,0.0255153975082778,140.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),48900,"Wilmington, NC",15-1252,11-3021,940,960,280,340,103070.0,110490.0,142290.0,155630.0,-0.173102605243125,-0.0200975165829363,1220.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),49020,"Winchester, VA-WV",15-1252,11-3021,210,290,100,90,104520.0,110300.0,137990.0,150230.0,0.4281339079208774,-0.0311607487038242,310.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),49180,"Winston-Salem, NC",15-1252,11-3021,1490,1550,630,580,109740.0,117290.0,141180.0,148660.0,0.1221705268189008,0.014909421572763,2120.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),49420,"Yakima, WA",15-1252,11-3021,70,110,60,70,116760.0,117760.0,129600.0,144320.0,0.2978344439157989,-0.0990521634014871,130.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),49620,"York-Hanover, PA",15-1252,11-3021,500,470,250,270,97410.0,101520.0,138950.0,141490.0,-0.1388364448542158,0.0232120616039198,750.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),49660,"Youngstown-Warren-Boardman, OH-PA",15-1252,11-3021,280,320,140,160,91130.0,95000.0,123550.0,118880.0,0.0,0.0801211845576754,420.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),49700,"Yuba City, CA",15-1252,11-3021,90,120,60,50,118880.0,134160.0,145320.0,147700.0,0.4700036292457355,0.1046735543611715,150.0
2021-2022,2021,2022,Pre-gAI recovery period (Supplementary),49740,"Yuma, AZ",15-1252,11-3021,180,160,110,110,104050.0,109820.0,131200.0,129690.0,-0.1177830356563835,0.0655469981734217,290.0
